Half-degree cell series of precipitation
Centre Latitude:              6.25
Centre Longitude:           -75.75
CRU TS Version:               4.08
Units:                     mm/month 

  Yr  Mo     Value   N.Obs
2005  10    281.30     8
2005  11    236.30     8
2005  12    178.80     8
2006   1    185.90     7
2006   2    115.90     8
2006   3    261.00     8
2006   4    218.30     8
2006   5    338.40     8
2006   6    304.90     7
2006   7    116.40     8
2006   8    185.90     8
2006   9    207.80     8
2006  10    270.60     8
2006  11    251.30     8
2006  12    194.30     8
2007   1     74.00     8
2007   2     47.50     8
2007   3    187.80     8
2007   4    249.30     8
2007   5    280.30     8
2007   6    225.70     8
2007   7    177.90     8
2007   8    302.90     7
2007   9    213.30     8
2007  10    270.30     8
2007  11    270.50     8
2007  12    194.50     8
2008   1     96.50     8
2008   2    138.20     8
2008   3    135.10     8
2008   4    208.60     8
2008   5    418.60     8
2008   6    290.60     8
2008   7    337.30     6
2008   8    302.90     6
2008   9    205.50     8
2008  10    248.70     8
2008  11    287.30     8
2008  12    233.50     7
2009   1    148.80     8
2009   2    129.50     8
2009   3    231.50     8
2009   4    145.00     8
2009   5    168.90     8
2009   6    209.80     8
2009   7    123.00     8
2009   8    237.80     7
2009   9    191.70     8
2009  10    285.40     7
2009  11    188.60     8
2009  12    137.30     8
2010   1     18.90     7
2010   2     74.60     7
2010   3    142.70     8
2010   4    285.80     8
2010   5    346.20     7
2010   6    256.40     8
2010   7    205.50     6
2010   8    194.90     6
2010   9    266.60     7
2010  10    237.70     8
2010  11    415.20     6
2010  12    300.90     6
2011   1    117.00     5
2011   2    173.40     8
2011   3    192.20     8
2011   4    309.90     6
2011   5    305.80     8
2011   6    294.80     8
2011   7    218.30     8
2011   8    182.60     8
2011   9    260.80     8
2011  10    350.50     8
2011  11    349.20     8
2011  12    334.70     8
2012   1    162.50     3
2012   2     90.00     8
2012   3    182.90     8
2012   4    333.10     8
2012   5    212.40     8
2012   6    123.30     8
2012   7    122.20     8
2012   8    180.90     8
2012   9     94.20     8
2012  10    296.30     8
2012  11    221.30     8
2012  12    120.10     8
2013   1     43.50     8
2013   2    200.90     8
2013   3    153.70     8
2013   4    180.00     8
2013   5    363.00     8
2013   6    145.20     8
2013   7     77.50     8
2013   8    265.60     8
2013   9    183.00     8
2013  10    260.90     8
2013  11    271.90     8
2013  12    203.30     8
2014   1    114.50     8
2014   2    137.10     8
2014   3    152.20     8
2014   4    233.10     8
2014   5    242.30     8
2014   6    134.60     8
2014   7     76.90     8
2014   8    158.20     8
2014   9    208.20     8
2014  10    227.30     8
2014  11    269.40     8
2014  12    177.50     8
2015   1     98.90     8
2015   2     90.70     8
2015   3    179.10     8
2015   4    208.70     8
2015   5    134.00     8
2015   6     57.50     8
2015   7    146.60     8
2015   8    137.70     8
2015   9    131.40     8
2015  10    203.20     8
2015  11    181.20     8
2015  12     39.50     8
2016   1     56.80     8
2016   2     43.80     8
2016   3    126.40     8
2016   4    237.20     8
2016   5    221.50     8
2016   6    115.00     8
2016   7    169.70     8
2016   8    192.90     8
2016   9    246.10     8
2016  10    248.00     8
2016  11    246.70     8
2016  12    246.80     8
2017   1    134.60     8
2017   2    123.40     7
2017   3    221.10     8
2017   4    217.10     8
2017   5    402.90     8
2017   6    269.40     8
2017   7     81.60     8
2017   8    298.10     7
2017   9    232.30     4
2017  10    276.60     1
2017  11    242.60     7
2017  12    166.10     8
2018   1    145.60     8
2018   2     96.10     8
2018   3    134.20     8
2018   4    221.80     8
2018   5    395.80     8
2018   6    186.00     8
2018   7    181.10     8
2018   8    167.60     8
2018   9    270.80     8
2018  10    297.60     8
2018  11    256.90     8
2018  12     43.50     8
2019   1     79.40     8
2019   2    102.80     8
2019   3    229.20     8
2019   4    255.20     8
2019   5    379.20     8
2019   6    169.90     8
2019   7    154.00     8
2019   8     66.20     8
2019   9    229.90     8
2019  10    261.60     8
2019  11    230.40     8
2019  12    126.50     8
2020   1     72.00     8
2020   2     94.90     8
2020   3    123.70     8
2020   4    161.80     8
2020   5    184.70     8
2020   6    237.90     8
2020   7    360.10     8
2020   8    221.40     8
2020   9    242.20     8
2020  10    160.80     8
2020  11    250.40     8
2020  12    200.00     8
2021   1    100.60     8
2021   2    112.60     8
2021   3    250.30     8
2021   4    197.20     8
2021   5    238.80     8
2021   6    321.50     8
2021   7    218.70     8
2021   8    388.70     8
2021   9    238.20     8
2021  10    252.80     8
2021  11    310.40     8
2021  12    101.80     8
2022   1    109.70     8
2022   2    220.80     8
2022   3    223.80     8
2022   4    260.50     8
2022   5    284.70     8
2022   6    405.60     8
2022   7    294.70     8
2022   8    208.70     8
2022   9    217.00     8
2022  10    294.60     8
2022  11    341.20     8
2022  12    114.60     8
2023   1    233.80     6
2023   2     79.90     8
2023   3    218.80     8
2023   4    201.00     8
2023   5    229.20     8
2023   6    105.50     8
2023   7    202.30     8
2023   8    192.30     8
2023   9    135.30     8
2023  10    257.80     8
2023  11    156.50     8
2023  12    156.30     8
